Term of Loan in Years,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
4/25/2005,5.38,5.19,5.23,5.23,5.47,5.47,5.57,5.57,5.71,5.71,5.71,5.71,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
5/2/2005,5.33,5.21,5.23,5.23,5.41,5.41,5.49,5.49,5.63,5.63,5.63,5.63,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84
5/9/2005,5.53,5.32,5.26,5.26,5.41,5.41,5.48,5.48,5.62,5.62,5.62,5.62,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81
5/16/2005,5.35,5.26,5.27,5.27,5.46,5.46,5.5,5.5,5.64,5.64,5.64,5.64,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82
5/23/2005,5.57,5.31,5.28,5.28,5.36,5.36,5.34,5.34,5.52,5.52,5.52,5.52,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77
5/30/2005,5.52,5.29,5.24,5.24,5.36,5.36,5.3,5.3,5.47,5.47,5.47,5.47,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71
6/6/2005,5.38,5.22,5.19,5.19,5.31,5.31,5.35,5.35,5.47,5.47,5.47,5.47,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67
6/13/2005,5.33,5.19,5.15,5.15,5.22,5.22,5.24,5.24,5.34,5.34,5.34,5.34,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61
6/20/2005,5.37,5.25,5.22,5.22,5.31,5.31,5.34,5.34,5.43,5.43,5.43,5.43,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68
6/27/2005,5.54,5.3,5.24,5.24,5.3,5.3,5.33,5.33,5.41,5.41,5.41,5.41,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62
7/4/2005,5.55,5.25,5.19,5.19,5.31,5.31,5.32,5.32,5.4,5.4,5.4,5.4,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58
7/11/2005,5.64,5.39,5.33,5.33,5.48,5.48,5.49,5.49,5.56,5.56,5.56,5.56,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67
7/18/2005,5.7,5.41,5.35,5.35,5.44,5.44,5.44,5.44,5.5,5.5,5.5,5.5,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72
7/25/2005,5.54,5.37,5.34,5.34,5.47,5.47,5.49,5.49,5.57,5.57,5.57,5.57,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77
8/1/2005,5.77,5.47,5.43,5.43,5.52,5.52,5.53,5.53,5.58,5.58,5.58,5.58,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82
8/8/2005,5.78,5.5,5.46,5.46,5.59,5.59,5.58,5.58,5.62,5.62,5.62,5.62,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88
8/15/2005,5.88,5.61,5.57,5.57,5.65,5.65,5.64,5.64,5.68,5.68,5.68,5.68,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94
8/22/2005,5.89,5.57,5.51,5.51,5.59,5.59,5.57,5.57,5.6,5.6,5.6,5.6,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
8/29/2005,5.87,5.52,5.47,5.47,5.55,5.55,5.53,5.53,5.56,5.56,5.56,5.56,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82
9/5/2005,5.79,5.46,5.42,5.42,5.55,5.55,5.54,5.54,5.57,5.57,5.57,5.57,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77
9/12/2005,5.76,5.39,5.35,5.35,5.49,5.49,5.5,5.5,5.58,5.58,5.58,5.58,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77
9/19/2005,5.58,5.3,5.28,5.28,5.51,5.51,5.52,5.52,5.59,5.59,5.59,5.59,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
9/26/2005,5.79,5.41,5.45,5.45,5.64,5.64,5.63,5.63,5.69,5.69,5.69,5.69,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86
10/3/2005,5.8,5.55,5.52,5.52,5.65,5.65,5.65,5.65,5.72,5.72,5.72,5.72,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96
10/10/2005,5.9,5.63,5.59,5.59,5.73,5.73,5.72,5.72,5.75,5.75,5.75,5.75,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03
10/17/2005,5.98,5.67,5.71,5.71,5.86,5.86,5.83,5.83,5.84,5.84,5.84,5.84,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09
10/24/2005,6.2,5.8,5.75,5.75,5.88,5.88,5.86,5.86,5.89,5.89,5.89,5.89,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15
10/31/2005,6.22,5.81,5.77,5.77,5.88,5.88,5.86,5.86,5.89,5.89,5.89,5.89,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
11/7/2005,6.03,5.82,5.82,5.82,5.97,5.97,5.95,5.95,5.99,5.99,5.99,5.99,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36
11/14/2005,6.25,5.94,5.92,5.92,6.06,6.06,6.02,6.02,6.03,6.03,6.03,6.03,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41
11/21/2005,6.33,6.02,5.98,5.98,6.11,6.11,6.06,6.06,6.05,6.05,6.05,6.05,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43
11/28/2005,6.45,6.03,6.01,6.01,6.08,6.08,6.02,6.02,6.01,6.01,6.01,6.01,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34
12/5/2005,6.66,6.13,5.95,5.95,6.01,6.01,5.97,5.97,5.97,5.97,5.97,5.97,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31
12/12/2005,6.66,6.16,6.04,6.04,6.07,6.07,6.02,6.02,6.02,6.02,6.02,6.02,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38
12/19/2005,6.28,5.94,5.88,5.88,5.98,5.98,5.95,5.95,5.98,5.98,5.98,5.98,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
12/26/2005,6.53,6.09,6,6,6.11,6.11,6.04,6.04,6.05,6.05,6.05,6.05,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32
1/2/2006,6.46,6.02,5.94,5.94,6.04,6.04,5.99,5.99,5.97,5.97,5.97,5.97,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27
1/9/2006,6.47,5.99,5.9,5.9,6.07,6.07,6.02,6.02,6.02,6.02,6.02,6.02,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26
1/16/2006,6.28,5.89,5.83,5.83,5.97,5.97,5.93,5.93,5.93,5.93,5.93,5.93,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21
1/23/2006,6.31,5.86,5.81,5.81,6,6,5.95,5.95,5.94,5.94,5.94,5.94,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15
1/30/2006,6.33,5.88,5.82,5.82,6,6,5.95,5.95,5.96,5.96,5.96,5.96,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17
2/6/2006,6.65,6.14,5.97,5.97,6.08,6.08,6.04,6.04,6.05,6.05,6.05,6.05,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
2/13/2006,6.28,6.06,6,6,6.18,6.18,6.11,6.11,6.08,6.08,6.08,6.08,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
2/20/2006,6.68,6.21,6.08,6.08,6.16,6.16,6.1,6.1,6.06,6.06,6.06,6.06,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33
2/27/2006,6.64,6.19,6.14,6.14,6.21,6.21,6.13,6.13,6.06,6.06,6.06,6.06,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32
3/6/2006,6.84,6.29,6.13,6.13,6.22,6.22,6.11,6.11,6.05,6.05,6.05,6.05,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
3/13/2006,6.95,6.37,6.3,6.3,6.32,6.32,6.22,6.22,6.17,6.17,6.17,6.17,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43
3/20/2006,6.87,6.24,6.2,6.2,6.22,6.22,6.14,6.14,6.11,6.11,6.11,6.11,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41
3/27/2006,6.73,6.2,6.12,6.12,6.25,6.25,6.18,6.18,6.15,6.15,6.15,6.15,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38
4/3/2006,7.01,6.41,6.21,6.21,6.27,6.27,6.2,6.2,6.16,6.16,6.16,6.16,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
4/10/2006,6.89,6.4,6.3,6.3,6.36,6.36,6.3,6.3,6.28,6.28,6.28,6.28,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49
4/17/2006,7.12,6.53,6.4,6.4,6.42,6.42,6.36,6.36,6.36,6.36,6.36,6.36,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55
4/24/2006,7.32,6.62,6.49,6.49,6.49,6.49,6.46,6.46,6.45,6.45,6.45,6.45,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59
5/1/2006,7,6.49,6.4,6.4,6.46,6.46,6.43,6.43,6.43,6.43,6.43,6.43,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63
5/8/2006,7.18,6.55,6.45,6.45,6.5,6.5,6.48,6.48,6.52,6.52,6.52,6.52,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
5/15/2006,6.94,6.43,6.3,6.3,6.43,6.43,6.4,6.4,6.44,6.44,6.44,6.44,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63
5/22/2006,6.94,6.44,6.31,6.31,6.44,6.44,6.42,6.42,6.46,6.46,6.46,6.46,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
5/29/2006,6.93,6.42,6.35,6.35,6.46,6.46,6.41,6.41,6.44,6.44,6.44,6.44,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66
6/5/2006,7,6.49,6.35,6.35,6.47,6.47,6.43,6.43,6.46,6.46,6.46,6.46,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71
6/12/2006,7.14,6.45,6.36,6.36,6.41,6.41,6.36,6.36,6.37,6.37,6.37,6.37,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67
6/19/2006,6.79,6.37,6.31,6.31,6.44,6.44,6.39,6.39,6.37,6.37,6.37,6.37,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68
6/26/2006,7.26,6.67,6.49,6.49,6.57,6.57,6.51,6.51,6.47,6.47,6.47,6.47,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76
7/3/2006,7.33,6.65,6.57,6.57,6.6,6.6,6.55,6.55,6.53,6.53,6.53,6.53,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83
7/10/2006,7.34,6.72,6.55,6.55,6.64,6.64,6.58,6.58,6.56,6.56,6.56,6.56,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84
7/17/2006,6.88,6.44,6.39,6.39,6.54,6.54,6.49,6.49,6.47,6.47,6.47,6.47,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
7/24/2006,7.12,6.57,6.49,6.49,6.61,6.61,6.54,6.54,6.53,6.53,6.53,6.53,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85
7/31/2006,7.1,6.46,6.4,6.4,6.52,6.52,6.48,6.48,6.49,6.49,6.49,6.49,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75
